learning_rate,dropout,best_val_loss,best_val_accuracy
0.001,0.1,7.668017864227295,0.8682683696117752
0.001,0.2,7.533717632293701,0.8649974689459133
0.0001,0.1,8.183704376220703,0.862193839803746
0.0001,0.2,8.017297744750977,0.8654452708227873
