epoch,train_accuracy,val_accuracy
1,0.885134637390053,0.8649974689459133
2,0.9487037191645262,0.8483898602079358
3,0.9984972080482858,0.8553599937697131
4,0.9998575785405238,0.8534714380281142
5,0.9998624896253333,0.8569370351621821
6,0.9999312448126667,0.8560024921147931
7,0.9999459780670953,0.8554962812974573
8,0.9999459780670953,0.8555352205910984
9,0.9999459780670953,0.8548537829523772
10,0.9999459780670953,0.8543670417818621
11,0.9999459780670953,0.8551263580078657
