epoch,train_loss,val_loss
1,29.680846691131592,
2,21.117937564849854,
3,13.776072978973389,
4,11.683514833450317,
5,11.515454769134521,
6,11.078598499298096,
7,10.67280125617981,
8,10.599326848983765,
9,10.409383296966553,
10,10.336042881011963,
11,10.285488367080688,
12,10.17516565322876,
13,10.068622827529907,
14,9.997802972793579,
15,9.878645896911621,
16,9.819942951202393,
17,9.637286186218262,
18,9.523289680480957,
19,9.356183052062988,
20,9.239858388900757,
21,9.078448057174683,
22,8.908284425735474,
23,8.799386024475098,
24,8.60638976097107,
25,8.437841176986694,
26,8.32439112663269,
27,8.134324073791504,
28,8.01954698562622,
29,7.861507534980774,
30,7.712951898574829,
31,7.594278812408447,
32,7.442299246788025,
33,7.329364657402039,
34,7.1992470026016235,
35,7.027076005935669,
36,6.929050803184509,
37,6.792618274688721,
38,6.671615719795227,
39,6.536365747451782,
40,6.410452604293823,
41,6.30768609046936,
42,6.189815044403076,
43,6.113491535186768,
44,5.968627691268921,
45,5.881277918815613,
46,5.729262471199036,
47,5.601093649864197,
48,5.508025169372559,
49,5.401599764823914,
50,5.31016993522644,
51,5.24384617805481,
52,5.112681031227112,
53,5.031870365142822,
54,4.93302047252655,
55,4.838427662849426,
56,4.783490061759949,
57,4.683468222618103,
58,4.571091651916504,
59,4.471385717391968,
60,4.390017747879028,
61,4.30938196182251,
62,4.247201323509216,
63,4.135352373123169,
64,4.067602753639221,
65,3.9789925813674927,
66,3.9042752385139465,
67,3.8211090564727783,
68,3.772674322128296,
69,3.7191765308380127,
70,3.636543393135071,
71,3.5527044534683228,
72,3.4527655839920044,
73,3.3957523703575134,
74,3.305978536605835,
75,3.225258767604828,
76,3.127681314945221,
77,3.069087326526642,
78,3.0113039016723633,
79,2.917024552822113,
80,2.858625054359436,
81,2.8252958059310913,
82,2.7562289237976074,
83,2.675970435142517,
84,2.5901485681533813,
85,2.515480875968933,
86,2.466781735420227,
87,2.4055235385894775,
88,2.3445823192596436,
89,2.2817692160606384,
90,2.204681396484375,
91,2.122803211212158,
92,2.0500227212905884,
93,2.021593749523163,
94,1.9550626575946808,
95,1.8990422487258911,
96,1.8266196846961975,
97,1.7558561861515045,
98,1.714175820350647,
99,1.724569946527481,
100,2.0167379081249237,
101,2.2479346096515656,
102,2.0861272513866425,
103,2.0544742047786713,
104,1.8774974346160889,
105,1.7720469236373901,
106,1.6632673740386963,
107,1.559867799282074,
108,1.4878749251365662,
109,1.4053090810775757,
110,1.3253047466278076,
111,1.2650936543941498,
112,1.2171235084533691,
113,1.1688286066055298,
114,1.1191994547843933,
115,1.0721309781074524,
116,1.0314979553222656,
117,0.983555406332016,
118,0.9515073895454407,
119,0.9104351103305817,
120,0.8754202276468277,
121,0.8364856839179993,
122,0.8062801659107208,
123,0.779544323682785,
124,0.7451872527599335,
125,0.7137386351823807,
126,0.7008395045995712,
127,0.6836447864770889,
128,0.6542990654706955,
129,0.6281339973211288,
130,0.6058135479688644,
131,0.5781030803918839,
132,0.5656721740961075,
133,0.5438444465398788,
134,0.5266116261482239,
135,0.5054151266813278,
136,0.4940255582332611,
137,0.47386467456817627,
138,0.4626935124397278,
139,0.446386493742466,
140,0.43183448165655136,
141,0.4185205176472664,
142,0.4030894562602043,
143,0.38648559153079987,
144,0.3735954090952873,
145,0.3589501231908798,
146,0.34443043172359467,
147,0.3359505236148834,
148,0.32422444224357605,
149,0.3132275864481926,
150,0.300333134829998,
151,0.29286422580480576,
152,0.28706541657447815,
153,0.276589535176754,
154,0.2749478742480278,
155,0.26619603112339973,
156,0.259015217423439,
157,0.24933600053191185,
158,0.24638351425528526,
159,0.2377573773264885,
160,0.23156507313251495,
161,0.2264663353562355,
162,0.21781541034579277,
163,0.21546299383044243,
164,0.20744074881076813,
165,0.20428043603897095,
166,0.20135455951094627,
167,0.19252871721982956,
168,0.1864892803132534,
169,0.18116648495197296,
170,0.17490823939442635,
171,0.17010586708784103,
172,0.16495021060109138,
173,0.16126422956585884,
174,0.15606404095888138,
175,0.15322474390268326,
176,0.14910844340920448,
177,0.14552856609225273,
178,0.1440332904458046,
179,0.14049741625785828,
180,0.13567212969064713,
181,0.13279876857995987,
182,0.132016409188509,
183,0.12702513113617897,
184,0.12665060721337795,
185,0.12322509102523327,
186,0.12109372764825821,
187,0.11831646785140038,
188,0.1163450125604868,
189,0.11298548057675362,
190,0.11190655268728733,
191,0.11035896465182304,
192,0.10705427825450897,
193,0.10644438676536083,
194,0.10403287410736084,
195,0.1006348505616188,
196,0.0999450758099556,
197,0.09797409549355507,
198,0.09620784409344196,
199,0.09436949156224728,
200,0.0926950890570879,
201,0.09081915393471718,
202,0.08933517709374428,
203,0.08763681724667549,
204,0.08635770529508591,
205,0.08620933815836906,
206,0.08411834575235844,
207,0.08378872647881508,
208,0.08598233573138714,
209,0.08509723469614983,
210,0.08413369953632355,
211,0.08432482182979584,
212,0.09353970363736153,
213,0.20329520292580128,
214,3.8109816312789917,
215,2.8175265192985535,
216,2.3909707069396973,
217,1.9449385404586792,
218,1.525170922279358,
219,1.199421912431717,
220,0.9704112410545349,
221,0.7661212533712387,
222,0.6234018355607986,
223,0.5231669396162033,
224,0.4321429207921028,
225,0.3710772320628166,
226,0.3250795006752014,
227,0.2831663191318512,
228,0.2547883838415146,
229,0.23007213696837425,
230,0.2112032026052475,
231,0.19329697266221046,
232,0.18019268289208412,
233,0.17066146433353424,
234,0.1598377712070942,
235,0.15047719329595566,
236,0.14287379011511803,
237,0.13561866618692875,
238,0.13079335913062096,
239,0.12524176761507988,
240,0.12229546345770359,
241,0.11676791124045849,
242,0.11445686221122742,
243,0.1092714425176382,
244,0.10505153611302376,
245,0.10271519608795643,
246,0.09959339909255505,
247,0.0966736376285553,
248,0.09338939003646374,
249,0.09119422920048237,
250,0.08888363838195801,
251,0.08745897933840752,
252,0.08536172844469547,
253,0.08301030099391937,
254,0.08142580837011337,
255,0.07909111119806767,
256,0.07758997566998005,
257,0.07610725238919258,
258,0.07464700751006603,
259,0.07262765988707542,
260,0.07056844234466553,
261,0.07004907168447971,
262,0.06937672570347786,
263,0.06733079254627228,
264,0.06600821949541569,
265,0.06546113546937704,
266,0.06351936887949705,
267,0.0625642891973257,
268,0.06169216986745596,
269,0.06078162416815758,
270,0.05963211599737406,
271,0.058535756543278694,
272,0.05780956335365772,
273,0.05672477837651968,
274,0.05605398956686258,
275,0.055750494822859764,
276,0.0542197534814477,
277,0.05431762617081404,
278,0.053008574061095715,
279,0.05232188478112221,
280,0.05172840878367424,
281,0.050432318821549416,
282,0.04981502145528793,
283,0.049119288101792336,
284,0.048830533400177956,
285,0.0482270373031497,
286,0.04756258521229029,
287,0.046360583044588566,
288,0.04618733748793602,
289,0.04566266853362322,
290,0.045007566921412945,
291,0.044718156568706036,
292,0.043960982002317905,
293,0.04341352917253971,
294,0.043127172626554966,
295,0.0422393474727869,
296,0.041761916130781174,
297,0.041632396169006824,
298,0.04077386762946844,
299,0.040008642710745335,
300,0.03968524839729071,
301,0.03936287108808756,
302,0.03921313118189573,
303,0.03933269437402487,
304,0.03841403778642416,
305,0.038001153618097305,
306,0.0375375272706151,
307,0.03776105958968401,
308,0.03690478391945362,
309,0.0363122820854187,
310,0.03608880564570427,
311,0.035125826951116323,
312,0.0350767420604825,
313,0.03481168486177921,
314,0.03431588690727949,
315,0.03425361681729555,
316,0.03441172372549772,
317,0.0335557721555233,
318,0.03340349532663822,
319,0.03359316010028124,
320,0.03282772656530142,
321,0.03233536100015044,
322,0.03211596515029669,
323,0.031379975378513336,
324,0.031606586650013924,
325,0.031323247123509645,
326,0.031082202214747667,
327,0.03079750621691346,
328,0.030554029159247875,
329,0.029854000080376863,
330,0.030389932449907064,
331,0.02977756503969431,
332,0.02918299799785018,
333,0.02891796361654997,
334,0.028923028148710728,
335,0.0286486498080194,
336,0.028254459612071514,
337,0.028042973019182682,
338,0.0276405424810946,
339,0.027224646415561438,
340,0.027559455949813128,
341,0.02711355872452259,
342,0.027142894454300404,
343,0.027089688926935196,
344,0.026567562483251095,
345,0.02612899662926793,
346,0.025911076925694942,
347,0.025560148525983095,
348,0.025528022553771734,
349,0.025291094556450844,
350,0.024869530461728573,
351,0.025189914274960756,
352,0.024858532939106226,
353,0.024646209087222815,
354,0.02442868333309889,
355,0.024103360250592232,
356,0.024328286293894053,
357,0.02378645585849881,
358,0.023756845388561487,
359,0.023890708573162556,
360,0.023302443325519562,
361,0.023409390822052956,
362,0.023208248894661665,
363,0.022789421025663614,
364,0.022722908295691013,
365,0.022909466177225113,
366,0.022412768099457026,
367,0.022343176417052746,
368,0.02202043915167451,
369,0.021739162039011717,
370,0.021829588804394007,
371,0.02179311541840434,
372,0.021706232335418463,
373,0.021552355960011482,
374,0.021101723425090313,
375,0.021003298461437225,
376,0.02133648144081235,
377,0.020792951807379723,
378,0.020471735391765833,
379,0.02036402467638254,
380,0.020529605448246002,
381,0.02022668393328786,
382,0.020066256169229746,
383,0.01983610400930047,
384,0.01986051630228758,
385,0.01972535392269492,
386,0.01941047888249159,
387,0.019430411979556084,
388,0.019420828204602003,
389,0.019336778204888105,
390,0.01921159867197275,
391,0.01899729249998927,
392,0.01861632103100419,
393,0.01905485149472952,
394,0.0185165386646986,
395,0.01882655406370759,
396,0.01821102574467659,
397,0.018533209804445505,
398,0.01891297521069646,
399,0.018343595322221518,
400,0.0183905316516757,
401,0.018149235285818577,
402,0.017851606011390686,
403,0.018147799652069807,
404,0.017524491529911757,
405,0.017942186444997787,
406,0.01743436837568879,
407,0.017252097837626934,
408,0.01759295165538788,
409,0.01708962069824338,
410,0.01707930350676179,
411,0.01677330443635583,
412,0.01663736207410693,
413,0.017410418950021267,
414,0.016850181855261326,
415,0.016522343503311276,
416,0.01649319287389517,
417,0.01614715065807104,
418,0.01652464224025607,
419,0.01608887338079512,
420,0.016252635512501,
421,0.01584077742882073,
422,0.015629486180841923,
423,0.015723549062386155,
424,0.015634842216968536,
425,0.01535911369137466,
426,0.015613374765962362,
427,0.015562902437523007,
428,0.015321660554036498,
429,0.015240504872053862,
430,0.015301189152523875,
431,0.014929489698261023,
432,0.015281768748536706,
433,0.015280007850378752,
434,0.01501670153811574,
435,0.01490925089456141,
436,0.014938447158783674,
437,0.014507430139929056,
438,0.014676338294520974,
439,0.01464839931577444,
440,0.014479093020781875,
441,0.014406632632017136,
442,0.014101531589403749,
443,0.01435278495773673,
444,0.014023326337337494,
445,0.01383235165849328,
446,0.013799653854221106,
447,0.01390410354360938,
448,0.013510446529835463,
449,0.013754440238699317,
450,0.013679609633982182,
451,0.013642948819324374,
452,0.013657845091074705,
453,0.013366372091695666,
454,0.013526816852390766,
455,0.013312843861058354,
456,0.013397690607234836,
457,0.013236026279628277,
458,0.013042903738096356,
459,0.012943098321557045,
460,0.013162157963961363,
461,0.012830740306526423,
462,0.013041851809248328,
463,0.012729378882795572,
464,0.012750595109537244,
465,0.01282687159255147,
466,0.012458699522539973,
467,0.012442068895325065,
468,0.012535481713712215,
469,0.012272491585463285,
470,0.012629648204892874,
471,0.012364665744826198,
472,0.012294346233829856,
473,0.012128190835937858,
474,0.012040437897667289,
475,0.012185798026621342,
476,0.011957338312640786,
477,0.01197976409457624,
478,0.011803277069702744,
479,0.012179739540442824,
480,0.011770644690841436,
481,0.011651191161945462,
482,0.011548850918188691,
483,0.011996983550488949,
484,0.011664037592709064,
485,0.01157614216208458,
486,0.011452356120571494,
487,0.011334733804687858,
488,0.011489988537505269,
489,0.011343926191329956,
490,0.01098313508555293,
491,0.011252703843638301,
492,0.011370660969987512,
493,0.010932354955002666,
494,0.011386706260964274,
495,0.01133211562409997,
496,0.011068089166656137,
497,0.011289245216175914,
498,0.011285532033070922,
499,0.01072339154779911,
500,0.010911273071542382,
501,0.01074370020069182,
502,0.010789465392008424,
503,0.010858340421691537,
504,0.01087639993056655,
505,0.01193793909624219,
506,0.021099194418638945,
507,0.07600635010749102,
508,0.1252864971756935,
509,0.12444859370589256,
510,0.10876500234007835,
511,0.08419980853796005,
512,0.06904291361570358,
513,0.054749155417084694,
514,0.04282109998166561,
515,0.036276708357036114,
516,0.032310855109244585,
517,0.02693891152739525,
518,0.02483566291630268,
519,0.02258579107001424,
520,0.02053088042885065,
521,0.0193366389721632,
522,0.017932026647031307,
523,0.017252858728170395,
524,0.016517587238922715,
525,0.01612954819574952,
526,0.015777628170326352,
527,0.015442799078300595,
528,0.015113537665456533,
529,0.014510073000565171,
530,0.01421631290577352,
531,0.014057589462026954,
532,0.01371345086954534,
533,0.013577551580965519,
534,0.013484023045748472,
535,0.0132190294098109,
536,0.013071265537291765,
537,0.012872302439063787,
538,0.01257989346049726,
539,0.012549032690003514,
540,0.012430670438334346,7.533717632293701
541,0.0126089658588171,9.083209037780762
542,0.012400462757796049,13.273859024047852
543,0.01191825675778091,16.51448631286621
544,0.012016758555546403,15.50999927520752
545,0.011651336681097746,17.595155715942383
546,0.011678619310259819,18.86879539489746
547,0.011435833992436528,19.83949089050293
548,0.011563400272279978,20.69601821899414
549,0.011502827517688274,21.37060546875
