epoch,train_accuracy,val_accuracy
1,0.8790498033110534,0.8649585296522722
2,0.9618654264540495,0.8682683696117752
3,0.9987624066280001,0.8598380125384526
4,0.9998133787772381,0.8580468050309568
5,0.9999165115582381,0.8574627156263386
6,0.9592232628265257,0.860363693002609
7,0.9998379342012857,0.8611230092286126
8,0.9999165115582381,0.8605194501771738
9,0.9999361558974762,0.8601689965344028
10,0.9999410669822857,0.8606167984112768
11,0.9999410669822857,0.8598769518320938
